Player,Team,Age,GP,W,L,Mins,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
James Harden,HOU,30,61,39,22,36.7,34.4,9.9,22.7,43.5,4.4,12.6,35.2,10.1,11.8,86.1,1.0,5.3,6.4,7.4,4.5,1.7,0.9,3.4,56.4,19,4,4.1
Bradley Beal,WAS,26,57,20,37,36.0,30.5,10.4,22.9,45.5,3.0,8.4,35.3,6.8,8.0,84.2,0.9,3.3,4.2,6.1,3.4,1.2,0.4,2.2,46.3,8,0,-3.5
Giannis Antetokounmpo,MIL,25,57,48,9,30.9,29.6,10.9,20.0,54.7,1.5,4.8,30.6,6.3,10.0,63.3,2.3,11.5,13.7,5.8,3.7,1.0,1.0,3.0,57.3,52,4,11.4
Trae Young,ATL,21,60,18,42,35.3,29.6,9.1,20.8,43.7,3.4,9.5,36.1,8.0,9.3,86.0,0.5,3.7,4.3,9.3,4.8,1.1,0.1,1.7,47.6,28,2,-3.8
Damian Lillard,POR,29,58,27,31,36.9,28.9,9.2,20.0,45.7,3.9,9.9,39.4,6.7,7.6,88.8,0.5,3.8,4.3,7.8,2.9,1.0,0.4,1.7,47.0,16,1,1.2
Luka Doncic,DAL,21,54,34,20,33.3,28.7,9.5,20.6,46.1,2.9,9.1,31.8,6.8,9.1,75.2,1.3,8.0,9.3,8.7,4.2,1.1,0.2,2.5,52.5,34,14,4.8
Russell Westbrook,HOU,31,53,34,19,35.9,27.5,10.7,22.6,47.4,1.0,3.8,25.4,5.1,6.5,77.7,1.8,6.3,8.0,7.0,4.5,1.7,0.3,3.5,49.1,21,8,2.7
Kyrie Irving,BKN,28,20,8,12,32.9,27.4,10.0,20.8,47.8,2.8,7.1,39.4,4.7,5.1,92.2,1.1,4.1,5.2,6.4,2.6,1.4,0.5,2.7,46.1,3,1,-0.4
Kawhi Leonard,LAC,28,51,38,13,32.2,26.9,9.3,19.9,46.9,2.1,5.7,36.6,6.1,6.9,88.9,1.0,6.3,7.3,5.0,2.7,1.8,0.6,1.9,47.6,13,1,7.8
Anthony Davis,LAL,27,55,43,12,34.3,26.7,9.2,18.1,51.1,1.2,3.5,33.5,7.0,8.3,84.5,2.3,7.1,9.4,3.1,2.5,1.5,2.4,2.5,52.0,27,0,5.2
Karl-Anthony Towns,MIN,24,35,10,25,33.9,26.5,9.0,17.8,50.8,3.3,7.9,41.2,5.1,6.5,79.6,2.7,8.1,10.8,4.4,3.1,0.9,1.2,3.3,49.3,24,0,-0.4
Devin Booker,PHX,23,62,26,36,36.1,26.1,8.8,18.0,48.7,2.0,5.6,36.0,6.5,7.1,91.6,0.4,3.7,4.2,6.6,3.9,0.7,0.3,3.0,40.0,10,0,0.7
LeBron James,LAL,35,60,47,13,34.9,25.7,9.8,19.6,49.8,2.2,6.4,34.9,4.0,5.7,69.7,1.0,6.9,7.9,10.6,4.0,1.2,0.5,1.8,52.3,42,13,8.1
Zach LaVine,CHI,25,60,20,40,34.8,25.5,9.0,20.0,45.0,3.1,8.1,38.0,4.5,5.6,80.2,0.7,4.1,4.8,4.2,3.4,1.5,0.5,2.2,40.0,2,0,-3.2
Brandon Ingram,NOP,22,56,23,33,34.3,24.3,8.4,18.0,46.6,2.4,6.3,38.7,5.1,5.9,85.8,0.9,5.4,6.3,4.3,3.1,1.0,0.7,2.9,40.1,9,0,0.0
Donovan Mitchell,UTA,23,63,40,23,34.4,24.2,8.9,19.6,45.3,2.5,6.8,36.4,4.0,4.6,85.9,0.7,3.7,4.4,4.2,2.7,1.0,0.2,2.4,36.8,1,0,1.5
Pascal Siakam,TOR,26,53,40,13,35.5,23.6,8.7,18.9,45.9,2.2,6.0,35.9,4.2,5.2,80.0,1.1,6.5,7.5,3.6,2.5,1.0,0.9,2.8,41.4,12,0,6.8
Zion Williamson,NOP,19,19,10,9,29.7,23.6,9.1,15.4,58.9,0.3,0.7,46.2,5.2,8.0,64.5,2.9,3.9,6.8,2.2,2.7,0.8,0.5,1.7,36.2,2,0,6.3
Jayson Tatum,BOS,22,59,41,18,34.6,23.6,8.5,18.9,44.8,2.8,7.1,39.8,3.8,4.7,80.6,1.0,6.1,7.1,2.9,2.2,1.4,0.9,2.1,41.2,10,0,7.5
Joel Embiid,PHI,26,44,28,16,30.2,23.4,7.5,15.9,47.4,1.3,3.7,34.8,7.1,8.7,81.4,2.8,9.0,11.8,3.1,3.1,0.9,1.3,3.4,45.8,34,0,3.0
D'Angelo Russell,MIN,24,45,11,34,32.3,23.1,8.0,18.8,42.6,3.5,9.6,36.7,3.6,4.4,80.9,0.4,3.6,3.9,6.3,3.3,1.1,0.3,1.9,38.1,3,0,-5.6
CJ McCollum,POR,28,62,28,34,36.0,22.5,8.9,19.5,45.3,2.8,7.4,38.0,2.0,2.6,75.0,0.7,3.4,4.1,4.3,1.9,0.7,0.6,2.6,36.1,4,0,0.5
DeMar DeRozan,SAS,30,61,26,35,34.3,22.2,8.2,15.7,52.6,0.1,0.5,26.7,5.5,6.6,84.3,0.6,5.0,5.6,5.6,2.4,1.0,0.2,2.7,38.6,6,0,-2.3
Andrew Wiggins,GSW,25,54,15,39,34.4,21.8,8.1,18.1,44.7,2.1,6.2,33.2,3.5,5.0,70.9,1.2,3.9,5.1,3.7,2.4,0.8,1.0,2.4,36.3,4,1,-3.7
John Collins,ATL,22,41,15,26,33.2,21.6,8.6,14.8,58.3,1.4,3.6,40.1,2.9,3.7,80.0,2.8,7.3,10.1,1.5,1.8,0.8,1.6,3.4,41.2,22,0,-4.0
Kemba Walker,BOS,29,50,33,17,31.8,21.2,7.0,16.6,42.1,3.3,8.8,37.7,3.9,4.5,86.7,0.7,3.4,4.1,4.9,2.1,0.9,0.5,1.5,35.7,2,0,4.8
Khris Middleton,MIL,28,55,44,11,30.1,21.1,7.7,15.5,49.9,2.4,5.8,41.8,3.2,3.6,90.8,0.7,5.5,6.2,4.1,2.1,0.9,0.1,2.2,35.8,5,0,9.0
Paul George,LAC,30,42,30,12,29.1,21.0,6.9,16.0,43.2,3.2,7.9,39.9,3.9,4.5,88.2,0.5,5.2,5.7,3.9,2.7,1.3,0.5,2.4,36.4,5,0,5.0
Stephen Curry,GSW,32,5,1,4,27.9,20.8,6.6,16.4,40.2,2.4,9.8,24.5,5.2,5.2,100.0,0.8,4.4,5.2,6.6,3.2,1.0,0.4,2.2,37.9,1,0,-9.0
Collin Sexton,CLE,21,65,19,46,33.0,20.8,7.9,16.7,47.2,1.5,3.9,38.0,3.5,4.1,84.6,0.9,2.2,3.1,3.0,2.4,1.0,0.1,2.2,29.8,0,0,-6.1
Spencer Dinwiddie,BKN,27,64,30,34,31.2,20.6,6.6,16.0,41.5,1.9,6.3,30.8,5.4,7.0,77.8,0.5,3.0,3.5,6.8,2.7,0.6,0.3,2.8,35.0,9,0,0.8
De'Aaron Fox,SAC,22,45,19,26,31.7,20.4,7.3,15.4,47.5,1.0,3.4,30.7,4.8,6.8,70.3,0.7,3.4,4.0,6.8,3.1,1.4,0.5,2.9,38.1,8,0,-1.8
Jaylen Brown,BOS,23,50,33,17,34.0,20.4,7.6,15.4,49.0,2.1,5.6,38.1,3.2,4.3,73.6,1.1,5.3,6.4,2.2,2.3,1.1,0.3,3.0,33.3,6,0,3.9
Jimmy Butler,MIA,30,54,36,18,34.3,20.2,6.1,13.4,45.4,0.5,2.2,24.8,7.6,9.1,83.3,1.8,4.8,6.6,6.1,2.2,1.7,0.5,1.4,42.0,10,3,4.2
Bojan Bogdanovic,UTA,31,63,41,22,33.1,20.2,6.6,14.8,44.7,3.0,7.3,41.4,4.0,4.4,90.3,0.6,3.5,4.1,2.1,2.5,0.5,0.1,1.7,27.7,0,0,4.2
Nikola Jokic,DEN,25,65,43,22,32.3,20.2,7.9,14.9,52.8,1.1,3.5,31.4,3.4,4.1,81.3,2.4,7.8,10.2,6.9,3.1,1.2,0.7,3.1,45.2,39,12,3.8
Buddy Hield,SAC,27,64,28,36,32.0,19.8,7.1,16.6,42.9,3.8,9.7,39.5,1.8,2.0,85.5,0.9,3.9,4.8,3.1,2.3,0.9,0.3,2.3,31.4,2,0,-0.8
Kyle Lowry,TOR,34,52,36,16,36.6,19.7,5.9,14.3,41.7,2.9,8.3,35.4,4.9,5.7,86.1,0.6,4.3,4.8,7.7,3.0,1.3,0.4,3.2,39.4,14,2,4.8
Jrue Holiday,NOP,29,55,24,31,34.9,19.6,7.7,16.9,45.2,2.1,5.9,35.7,2.2,3.1,70.0,1.3,3.6,4.9,6.9,2.9,1.7,0.8,2.3,40.3,10,1,0.7
Julius Randle,NYK,25,64,21,43,32.5,19.5,7.2,15.7,46.0,1.0,3.6,27.7,4.0,5.5,73.3,2.4,7.4,9.7,3.1,3.0,0.8,0.3,2.8,36.2,30,0,-3.8
Nikola Vucevic,ORL,29,54,25,29,32.6,19.5,7.9,16.9,47.0,1.5,4.6,32.9,2.1,2.7,78.1,2.4,8.6,11.0,3.7,1.4,0.9,0.9,2.2,42.1,36,0,0.1
Tobias Harris,PHI,27,65,39,26,34.5,19.4,7.6,16.1,47.2,1.8,5.0,36.2,2.4,2.9,80.6,0.8,5.9,6.8,3.2,1.5,0.8,0.5,2.3,34.6,10,0,2.0
Shai Gilgeous-Alexander,OKC,21,63,39,24,35.1,19.3,7.0,14.8,47.3,1.2,3.5,35.1,4.0,5.0,80.1,0.7,5.4,6.1,3.3,1.9,1.1,0.7,1.7,35.2,9,1,2.3
Kristaps Porzingis,DAL,24,51,30,21,31.3,19.2,6.6,15.8,42.0,2.5,7.1,34.9,3.5,4.5,77.6,1.7,7.7,9.5,1.7,1.6,0.7,2.1,3.1,39.9,23,0,5.8
Danilo Gallinari,OKC,31,55,33,22,30.7,19.2,6.0,13.6,43.9,3.0,7.3,40.9,4.3,4.8,88.6,0.6,4.9,5.5,2.1,1.3,0.7,0.1,1.2,30.0,3,0,3.6
Dennis Schroder,OKC,26,63,39,24,31.0,19.0,7.0,15.0,46.8,1.9,5.1,38.1,3.1,3.7,83.9,0.3,3.4,3.7,4.1,2.5,0.7,0.2,2.2,29.8,0,0,3.9
Deandre Ayton,PHX,21,30,12,18,33.2,19.0,8.5,15.5,54.8,0.0,0.1,0.0,2.0,2.6,76.9,4.1,7.9,12.0,1.9,2.4,0.7,1.7,3.2,41.2,20,0,1.2
LaMarcus Aldridge,SAS,34,53,23,30,33.1,18.9,7.4,15.0,49.3,1.2,3.0,38.9,3.0,3.6,82.7,1.9,5.5,7.4,2.4,1.4,0.7,1.6,2.4,37.0,14,0,-2.4
Evan Fournier,ORL,27,61,26,35,31.7,18.8,6.7,14.2,47.0,2.7,6.7,40.6,2.8,3.4,82.0,0.3,2.3,2.6,3.2,2.0,1.1,0.2,2.4,28.8,0,0,-2.0
Jamal Murray,DEN,23,55,37,18,32.8,18.8,7.0,15.4,45.5,1.9,5.5,34.5,2.9,3.2,89.3,0.8,3.2,3.9,4.8,2.3,1.2,0.3,1.8,32.9,2,0,4.5
T.J. Warren,IND,26,61,38,23,32.5,18.7,7.5,14.2,52.9,1.1,3.0,37.5,2.5,3.0,81.2,1.0,3.0,4.0,1.4,1.3,1.1,0.4,2.8,29.1,0,0,0.9
Kelly Oubre Jr.,PHX,24,56,22,34,34.5,18.7,6.7,14.8,45.2,1.9,5.5,35.2,3.4,4.4,78.0,1.2,5.3,6.4,1.5,1.5,1.3,0.7,3.4,33.2,9,0,-0.5
Lou Williams,LAC,33,60,41,19,29.3,18.7,6.1,14.7,41.6,1.8,4.9,36.3,4.6,5.4,86.3,0.5,2.6,3.1,5.7,2.9,0.7,0.2,1.3,30.6,2,0,3.6
Montrezl Harrell,LAC,26,63,44,19,27.8,18.6,7.5,12.9,58.0,0.0,0.3,0.0,3.7,5.6,65.8,2.6,4.5,7.1,1.7,1.7,0.6,1.1,2.3,33.2,12,0,4.0
Domantas Sabonis,IND,24,62,37,25,34.8,18.5,7.4,13.7,54.0,0.3,1.1,25.4,3.5,4.8,72.3,3.0,9.4,12.4,5.0,2.7,0.8,0.5,3.1,41.9,50,4,2.6
Devonte' Graham,CHA,25,63,23,40,35.1,18.2,5.8,15.3,38.2,3.5,9.3,37.3,3.0,3.7,82.0,0.7,2.7,3.4,7.5,2.9,1.0,0.2,1.8,34.2,17,0,-2.9
Derrick Rose,DET,31,50,17,33,26.0,18.1,7.4,15.1,49.0,0.9,2.9,30.6,2.4,2.8,87.1,0.5,1.9,2.4,5.6,2.5,0.8,0.3,1.0,30.2,4,0,-1.7
Terry Rozier,CHA,26,63,21,42,34.4,18.0,6.3,14.9,42.3,2.7,6.7,40.7,2.6,3.0,87.4,0.8,3.6,4.4,4.1,2.2,1.0,0.2,2.0,30.6,2,0,-6.3
Caris LeVert,BKN,25,39,18,21,29.0,17.7,6.5,15.6,41.4,1.8,4.8,38.1,3.0,4.1,72.0,1.0,3.1,4.1,4.1,2.5,1.1,0.2,1.8,30.2,1,1,-0.4
Andre Drummond,CLE,26,57,21,36,33.0,17.7,7.3,13.8,53.3,0.1,0.6,14.3,3.0,5.2,57.5,4.4,10.8,15.2,2.7,3.6,1.9,1.6,3.5,47.0,47,0,-3.4
Chris Paul,OKC,34,63,40,23,31.8,17.7,6.3,12.8,48.9,1.6,4.4,36.2,3.6,4.0,90.0,0.3,4.6,4.9,6.8,2.2,1.6,0.1,2.2,36.7,10,0,4.7
Ja Morant,MEM,20,59,31,28,30.0,17.6,6.7,13.6,49.1,0.9,2.4,36.7,3.5,4.5,77.0,0.7,2.8,3.5,6.9,3.2,0.9,0.3,1.5,32.5,11,1,-0.1
Kevin Love,CLE,31,56,16,40,31.8,17.6,5.8,13.0,45.0,2.6,7.0,37.4,3.3,3.9,85.4,1.0,8.8,9.8,3.2,2.5,0.6,0.3,1.6,34.4,23,0,-4.8
Fred VanVleet,TOR,26,48,35,13,35.8,17.6,6.0,14.6,40.9,2.7,7.0,38.8,2.9,3.5,84.3,0.4,3.4,3.8,6.6,2.3,1.9,0.3,2.5,36.2,6,0,4.0
Marcus Morris Sr.,LAC,30,55,22,33,31.4,17.4,5.9,13.6,43.3,2.4,5.9,41.0,3.1,3.8,82.3,1.0,4.1,5.1,1.4,1.6,0.8,0.5,2.9,27.8,3,0,-0.6
Gordon Hayward,BOS,30,45,29,16,33.4,17.3,6.8,13.5,50.2,1.6,4.2,39.2,2.1,2.5,84.7,1.0,5.5,6.5,4.1,1.8,0.8,0.4,1.8,33.2,8,0,6.2
Jaren Jackson Jr.,MEM,20,54,28,26,28.0,16.9,6.1,13.0,46.8,2.5,6.3,39.7,2.3,3.1,74.1,1.0,3.7,4.7,1.4,1.7,0.7,1.6,4.1,29.8,3,0,-2.1
Ben Simmons,PHI,23,54,33,21,35.7,16.7,6.7,11.4,58.5,0.0,0.1,33.3,3.3,5.3,62.7,2.0,5.8,7.8,8.2,3.6,2.1,0.6,3.2,43.0,30,6,1.5
Norman Powell,TOR,26,44,33,11,28.8,16.4,5.9,11.7,50.2,2.1,5.4,39.8,2.5,3.0,83.8,0.5,3.1,3.7,1.8,1.5,1.3,0.4,2.1,26.9,0,0,4.1
Malcolm Brogdon,IND,27,48,30,18,30.7,16.3,6.0,13.7,43.9,1.3,4.1,31.3,3.0,3.4,89.5,0.8,3.9,4.7,7.1,2.4,0.7,0.2,1.8,32.9,9,0,2.0
Hassan Whiteside,POR,30,61,29,32,31.3,16.3,6.9,11.1,61.8,0.1,0.1,57.1,2.5,3.7,68.0,4.0,10.2,14.2,1.2,1.9,0.4,3.1,2.9,43.7,51,0,1.5
Bam Adebayo,MIA,22,65,41,24,34.4,16.2,6.3,11.1,56.7,0.0,0.2,7.7,3.6,5.3,69.0,2.5,8.0,10.5,5.1,2.8,1.2,1.3,2.5,41.2,39,3,3.2
Goran Dragic,MIA,33,54,34,20,28.4,16.1,5.4,12.3,43.7,2.2,5.8,37.7,3.1,4.1,76.9,0.5,2.6,3.1,5.1,2.5,0.6,0.1,1.9,27.1,3,0,2.0
Serge Ibaka,TOR,30,50,36,14,27.5,16.0,6.5,12.5,51.8,1.3,3.3,39.8,1.8,2.4,74.8,2.1,6.2,8.3,1.5,2.0,0.5,0.8,2.8,30.1,19,0,2.5
Tim Hardaway Jr.,DAL,28,63,38,25,28.8,15.8,5.5,12.6,43.7,2.9,7.2,40.7,1.9,2.4,80.1,0.4,2.8,3.1,2.0,1.0,0.6,0.1,1.7,23.7,0,0,5.4
Luke Kennard,DET,23,28,11,17,32.9,15.8,5.4,12.2,44.2,2.6,6.5,39.9,2.4,2.7,89.3,0.3,3.2,3.5,4.1,1.5,0.4,0.2,2.3,26.5,0,0,-0.8
Dillon Brooks,MEM,24,65,32,33,28.5,15.7,5.7,14.2,40.2,2.0,5.5,36.9,2.2,2.7,80.9,0.9,2.3,3.3,2.0,1.7,0.9,0.4,3.8,24.7,0,0,-0.6
Kendrick Nunn,MIA,24,62,40,22,29.8,15.6,6.1,13.7,44.8,2.1,5.8,36.2,1.2,1.5,83.7,0.3,2.4,2.7,3.4,1.6,0.8,0.2,2.3,25.3,0,0,1.7
Blake Griffin,DET,31,18,8,10,28.5,15.5,4.9,13.9,35.2,1.5,6.2,24.3,4.2,5.4,77.6,0.9,3.7,4.7,3.3,2.2,0.4,0.4,1.5,26.1,2,0,-1.4
Eric Bledsoe,MIL,30,56,47,9,27.2,15.4,5.7,11.8,48.2,1.3,3.6,34.8,2.8,3.4,81.3,0.7,3.9,4.6,5.4,2.5,0.9,0.4,2.1,30.8,2,0,8.1
Davis Bertans,WAS,27,54,20,34,29.3,15.4,4.9,11.3,43.4,3.7,8.7,42.4,1.9,2.3,85.2,0.6,3.9,4.5,1.7,1.1,0.7,0.6,2.6,26.2,1,0,-0.3
Carmelo Anthony,POR,35,50,22,28,32.5,15.3,5.8,13.6,42.6,1.4,3.9,37.1,2.3,2.7,84.3,1.2,5.0,6.3,1.6,1.7,0.8,0.5,2.8,27.2,4,0,0.1
Jordan Clarkson,UTA,27,63,31,32,24.2,15.1,5.6,12.0,46.5,2.1,5.6,36.8,1.9,2.3,84.1,0.7,1.9,2.7,2.0,1.3,0.7,0.2,1.5,22.7,0,0,0.2
Alec Burks,PHI,28,59,17,42,27.3,15.1,4.8,11.9,40.4,1.7,4.6,36.6,3.8,4.3,89.6,0.7,3.7,4.4,2.9,1.4,1.0,0.3,2.0,27.2,1,0,-4.6
Will Barton,DEN,29,58,38,20,33.0,15.1,5.7,12.7,45.0,1.9,5.0,37.5,1.8,2.3,76.7,1.3,5.0,6.3,3.7,1.5,1.1,0.5,2.1,31.2,7,0,4.2
Rudy Gobert,UTA,27,62,40,22,34.6,15.1,5.7,8.2,69.8,0.0,0.0,0.0,3.7,5.9,62.1,3.4,10.3,13.7,1.5,1.9,0.8,2.0,3.2,40.1,45,0,4.4
JJ Redick,NOP,35,54,24,30,26.4,14.9,4.6,10.3,45.0,2.9,6.4,45.2,2.7,3.0,90.2,0.2,2.4,2.6,2.0,1.2,0.4,0.2,1.6,21.4,0,0,0.2
Jonas Valanciunas,MEM,27,62,30,32,26.3,14.9,6.2,10.6,58.6,0.5,1.3,36.7,2.0,2.7,73.2,3.1,8.2,11.2,1.8,1.7,0.4,1.1,2.6,33.8,33,0,0.1
Terrence Ross,ORL,29,63,29,34,27.3,14.8,5.0,12.3,40.7,2.6,7.2,35.7,2.2,2.6,84.5,0.2,3.0,3.2,1.2,1.0,1.1,0.3,1.5,23.7,0,0,-1.1
Lauri Markkanen,CHI,22,50,18,32,29.8,14.7,5.0,11.8,42.5,2.2,6.3,34.4,2.5,3.1,82.4,1.2,5.1,6.3,1.5,1.6,0.8,0.5,1.9,26.8,3,0,-1.4
Harrison Barnes,SAC,27,64,28,36,34.9,14.7,5.1,11.1,45.9,1.5,3.8,38.3,3.1,3.8,80.3,1.0,3.8,4.8,2.4,1.3,0.6,0.2,1.3,25.0,3,0,-0.8
Jabari Parker,SAC,25,33,7,26,25.8,14.7,6.0,12.1,49.9,0.9,3.5,26.7,1.7,2.2,74.3,1.6,4.3,5.9,1.8,1.8,1.3,0.5,2.8,27.8,2,0,-4.1
Eric Gordon,HOU,31,34,21,13,28.6,14.5,4.8,12.9,37.0,2.7,8.5,31.9,2.3,3.0,75.7,0.2,1.7,1.9,1.5,1.1,0.6,0.4,2.0,21.1,0,0,0.6
Bogdan Bogdanovic,SAC,27,53,26,27,28.5,14.5,5.2,12.1,43.3,2.6,7.2,36.1,1.4,2.0,72.4,0.3,2.9,3.2,3.2,1.7,1.0,0.3,2.2,25.3,2,0,-1.1
Aaron Gordon,ORL,24,58,28,30,33.0,14.4,5.4,12.5,43.3,1.2,3.9,30.1,2.4,3.5,67.5,1.8,5.8,7.6,3.7,1.6,0.9,0.6,2.0,31.9,19,1,-1.7
RJ Barrett,NYK,19,56,17,39,30.4,14.3,5.2,13.0,40.2,1.1,3.5,32.0,2.8,4.5,61.4,0.9,4.1,5.0,2.6,2.2,1.0,0.3,2.2,25.8,2,0,-5.8
Marvin Bagley III,SAC,21,13,2,11,25.7,14.2,6.0,12.8,46.7,0.3,1.7,18.2,1.9,2.4,80.6,2.2,5.2,7.5,0.8,1.4,0.5,0.9,3.3,27.1,3,0,-6.8
Eric Paschall,GSW,23,60,14,46,27.6,14.0,5.3,10.7,49.7,0.6,2.2,28.7,2.7,3.5,77.4,1.4,3.2,4.6,2.1,1.6,0.5,0.2,2.1,23.3,4,0,-6.3
Joe Harris,BKN,28,63,30,33,30.9,13.9,5.3,11.2,47.1,2.4,5.9,41.2,1.0,1.3,74.7,1.0,3.4,4.3,2.1,1.5,0.6,0.3,2.2,23.3,0,0,1.8
Clint Capela,ATL,25,39,22,17,32.8,13.9,6.3,9.9,62.9,0.0,0.0,0.0,1.4,2.7,52.9,4.3,9.5,13.8,1.2,1.6,0.8,1.8,2.6,38.8,27,0,1.5
Mike Conley,UTA,32,41,24,17,28.6,13.8,4.8,11.9,40.5,2.0,5.2,37.6,2.3,2.9,79.5,0.7,2.6,3.2,4.3,1.9,0.8,0.1,2.2,24.9,0,0,1.2
Josh Richardson,PHI,26,48,29,19,30.7,13.8,5.1,12.0,42.9,1.5,4.5,32.7,2.1,2.7,78.9,0.8,2.6,3.4,3.1,1.9,0.9,0.7,2.5,25.5,0,0,2.4
Victor Oladipo,IND,28,13,7,6,26.0,13.8,4.8,12.4,39.1,1.6,5.3,30.4,2.5,3.2,78.0,0.5,2.6,3.2,3.0,2.2,0.8,0.2,1.6,23.1,0,0,0.2
Marcus Smart,BOS,26,53,34,19,32.5,13.5,4.5,11.9,38.0,2.4,6.9,34.8,2.0,2.4,83.5,0.8,3.1,3.8,4.8,1.7,1.6,0.5,2.7,30.1,3,0,4.5
Rui Hachimura,WAS,22,41,15,26,29.7,13.4,5.3,11.1,47.8,0.5,1.8,27.4,2.2,2.7,82.9,1.5,4.5,6.0,1.7,1.0,0.8,0.2,2.2,25.2,3,0,-4.9
Duncan Robinson,MIA,26,65,41,24,30.0,13.3,4.4,9.4,46.7,3.7,8.4,44.8,0.7,0.8,90.6,0.1,3.1,3.3,1.4,0.9,0.5,0.2,2.8,20.7,1,0,4.8
Coby White,CHI,20,65,22,43,25.8,13.2,4.8,12.2,39.4,2.0,5.8,35.4,1.6,2.0,79.1,0.4,3.1,3.5,2.7,1.7,0.8,0.1,1.8,22.4,0,0,-2.5
Christian Wood,DET,24,62,20,42,21.4,13.1,4.6,8.2,56.7,0.9,2.3,38.6,2.9,3.9,74.4,1.7,4.6,6.3,1.0,1.4,0.5,0.9,1.6,25.0,12,0,1.1
Ricky Rubio,PHX,29,57,24,33,31.6,13.1,4.4,10.7,41.2,1.2,3.3,35.1,3.1,3.6,85.3,0.7,3.9,4.6,8.9,2.7,1.5,0.2,2.5,34.4,21,2,2.3
Miles Bridges,CHA,22,65,23,42,30.7,13.0,4.9,11.6,42.4,1.5,4.6,33.0,1.6,2.0,80.9,1.4,4.2,5.6,1.8,1.5,0.6,0.7,2.0,24.9,4,0,-6.1
Tyler Herro,MIA,20,47,31,16,27.2,12.9,4.7,11.3,41.4,2.1,5.4,39.1,1.4,1.7,83.5,0.3,3.7,4.0,1.9,1.5,0.6,0.1,1.3,21.4,0,0,-0.4
Richaun Holmes,SAC,26,39,15,24,28.9,12.8,5.4,8.2,65.4,0.0,0.0,0.0,2.1,2.6,80.0,3.0,5.3,8.3,1.0,1.3,1.0,1.4,3.9,30.3,13,0,0.6
Robert Covington,HOU,29,62,23,39,30.1,12.8,4.5,10.5,43.2,2.4,6.8,34.9,1.4,1.7,79.6,0.9,5.5,6.4,1.2,1.5,1.5,1.3,3.2,29.2,5,0,-0.1
Reggie Jackson,LAC,30,23,11,12,24.2,12.8,4.7,11.2,41.6,2.0,4.9,39.8,1.5,1.9,81.4,0.7,2.3,2.9,4.4,1.7,0.4,0.2,1.7,23.1,1,0,4.0
Damion Lee,GSW,27,49,12,37,29.0,12.7,4.3,10.4,41.7,1.7,4.9,35.6,2.2,2.6,87.3,0.7,4.2,4.9,2.7,1.4,1.0,0.1,2.4,24.7,3,0,-2.5
Seth Curry,DAL,29,59,36,23,24.5,12.6,4.5,9.0,50.0,2.3,5.1,45.3,1.3,1.5,84.1,0.4,1.9,2.4,2.0,1.0,0.6,0.1,1.7,19.6,0,0,3.2
Jeremy Lamb,IND,27,46,27,19,28.1,12.5,4.7,10.4,45.1,1.2,3.4,33.5,2.0,2.4,83.6,0.5,3.8,4.3,2.1,1.1,1.2,0.5,2.3,24.8,2,0,0.0
Kyle Kuzma,LAL,24,54,43,11,24.6,12.5,4.7,10.9,43.2,1.3,4.4,29.7,1.8,2.4,73.8,0.9,3.6,4.5,1.3,1.6,0.4,0.4,2.0,20.5,2,0,3.1
Lonzo Ball,NOP,22,56,24,32,32.4,12.4,4.6,11.2,41.2,2.5,6.5,38.3,0.7,1.2,56.7,1.1,5.1,6.2,7.0,3.1,1.4,0.5,2.0,33.2,12,3,0.5
De'Andre Hunter,ATL,22,63,19,44,32.0,12.3,4.4,10.8,41.0,1.7,4.8,35.5,1.7,2.3,76.4,0.7,3.8,4.5,1.8,1.6,0.7,0.3,2.9,21.8,3,0,-4.1
Darius Garland,CLE,20,59,17,42,30.9,12.3,4.7,11.8,40.1,1.8,5.0,35.5,1.1,1.2,87.5,0.5,1.4,1.9,3.9,2.6,0.7,0.1,1.6,20.2,1,0,-5.0
P.J. Washington,CHA,21,58,22,36,30.3,12.2,4.6,10.2,45.5,1.5,4.0,37.4,1.5,2.3,64.7,1.0,4.4,5.4,2.1,1.6,0.9,0.8,2.7,25.3,4,0,-3.8
Kevin Huerter,ATL,21,56,19,37,31.4,12.2,4.5,10.9,41.3,2.3,6.0,38.0,0.9,1.1,82.8,0.6,3.4,4.1,3.8,1.6,0.9,0.5,2.5,25.4,2,0,-4.3
Isaiah Thomas,WAS,31,40,14,26,23.1,12.2,4.4,10.7,40.8,2.0,4.7,41.3,1.6,1.9,81.6,0.3,1.4,1.7,3.7,1.9,0.3,0.2,1.9,19.2,1,0,-5.0
Thomas Bryant,WAS,22,38,14,24,23.7,12.1,4.8,8.1,59.9,0.6,1.4,40.7,1.8,2.5,73.7,2.0,4.9,6.8,1.9,1.3,0.4,0.9,2.2,25.6,8,0,-3.6
Taurean Prince,BKN,26,64,30,34,29.0,12.1,4.3,11.5,37.6,2.3,6.7,33.9,1.1,1.4,79.8,0.8,5.2,6.0,1.8,2.0,0.9,0.4,2.5,23.8,8,0,1.1
Markelle Fultz,ORL,21,64,30,34,28.3,12.1,5.0,10.6,47.3,0.5,1.8,25.4,1.6,2.2,72.3,0.5,2.8,3.3,5.2,2.0,1.3,0.2,2.0,26.2,3,1,-0.8
